"","island","species","increase0","lengthlag0","endlagphase0","firstyear0","increase","lengthlag","endlagphase","firstyear"
"20","North","Celastrus orbiculatus","TRUE","4.00002460871519","1993.00002460872","1989","TRUE","2.94368996287449","1991.94368996287","1989"
"21","North","Chamaecytisus palmensis","FALSE","18.0011716726815","1958.00117167268","1940",NA,NA,NA,NA
"22","North","Chrysanthemoides monilifera","FALSE","3.9999897910609","1927.99998979106","1924",NA,NA,NA,NA
"23","North","Cirsium arvense","FALSE","27.0000076197998","1961.0000076198","1934",NA,NA,NA,NA
"24","North","Cirsium palustre","FALSE","50.3525","1979.3525","1929","FALSE","3.99997473143185","1932.99997473143","1929"
"25","North","Cirsium vulgare","FALSE","26.9224947613807","1933.92249476138","1907","FALSE","4.62241828245169e-05","1907.00004622418","1907"
"26","North","Clematis vitalba","TRUE","44.9999975589767","1979.99999755898","1935","FALSE","0.00107879282859358","1935.00107879283","1935"
"27","North","Cobaea scandens","FALSE","15.00019425495","1963.00019425495","1948",NA,NA,NA,NA
"28","North","Cortaderia selloana","FALSE","7.95711790952373","1936.95711790952","1929",NA,NA,NA,NA
"29","North","Cotoneaster glaucophyllus","TRUE","3.00005117084083","1978.00005117084","1975",NA,NA,NA,NA
"30","North","Crocosmia x crocosmiiflora","FALSE","16.0000146073185","1945.00001460732","1929","FALSE","8.99997511116158","1937.99997511116","1929"
"31","North","Cynodon dactylon","FALSE","6.9657139647461e-06","1913.00000696571","1913","FALSE","2.71118506134371e-06","1913.00000271119","1913"
"32","North","Cytisus scoparius","FALSE","8.840002455682","1936.84000245568","1928",NA,NA,NA,NA
"33","North","Dactylis glomerata","FALSE","9.84174630502821e-06","1922.00000984175","1922","FALSE","1.0139437563339e-05","1922.00001013944","1922"
"34","North","Datura stramonium","FALSE","10.9999966736389","1939.99999667364","1929","FALSE","20.4229152221942","1949.42291522219","1929"
"35","North","Digitalis purpurea","FALSE","13.0000447594771","1941.00004475948","1928","FALSE","3.00000190014725","1931.00000190015","1928"
"36","North","Dipogon lignosus","FALSE","13.6752931085728","1953.67529310857","1940",NA,NA,NA,NA
"37","North","Egeria densa","FALSE","8.00000808145728","1958.00000808146","1950","FALSE","7.99999860190746","1957.99999860191","1950"
"38","North","Ehrharta erecta","FALSE","9.00000378555455","1952.00000378555","1943","FALSE","18.5536868877589","1961.55368688776","1943"
"39","North","Elodea canadensis","FALSE","18.0000000844384","1963.00000008444","1945","FALSE","18.0000004322701","1963.00000043227","1945"
"40","North","Elytrigia pycnantha","FALSE","8.17941903585097","1948.17941903585","1940",NA,NA,NA,NA
"41","North","Equisetum arvense","FALSE","10.6203907597787","1950.62039075978","1940","TRUE","49.4753371982213","1989.47533719822","1940"
"42","North","Erica baccans","FALSE","7.69777061101263","1949.69777061101","1942","FALSE","7.01977470150041","1949.0197747015","1942"
"43","North","Erica lusitanica","FALSE","0.000347279656580213","1929.00034727966","1929","FALSE","1.00000041606063","1930.00000041606","1929"
"44","North","Erigeron karvinskianus","FALSE","15.9999964154706","1952.99999641547","1937",NA,NA,NA,NA
"45","North","Festuca rubra","FALSE","17.9999985681552","1956.99999856816","1939","FALSE","2.5061867745535e-06","1939.00000250619","1939"
"46","North","Glyceria declinata","TRUE","17.7387424742278","1945.73874247423","1928","FALSE","22.9999985485329","1950.99999854853","1928"
"47","North","Glyceria maxima","TRUE","22.6793633288285","1953.67936332883","1931","FALSE","27.9999939583936","1958.99999395839","1931"
"48","North","Hakea sericea","TRUE","39.076717873761","1968.07671787376","1929","FALSE","4.99999262370511","1933.99999262371","1929"
"49","North","Hedychium gardnerianum","TRUE","15.5285939973112","1967.52859399731","1952",NA,NA,NA,NA
"50","North","Hieracium pilosella","TRUE","43.9999997419645","1988.99999974196","1945","TRUE","47.9368738304306","1992.93687383043","1945"
"51","North","Holcus lanatus","FALSE","53.6741015624998","1981.6741015625","1928",NA,NA,NA,NA
"52","North","Iris foetidissima","FALSE","11.000004965545","1956.00000496555","1945",NA,NA,NA,NA
"53","North","Lagarosiphon major","FALSE","10.0000041436356","1963.00000414364","1953",NA,NA,NA,NA
"54","North","Lantana camara","FALSE","10.0463176290334","1951.04631762903","1941",NA,NA,NA,NA
"55","North","Leycesteria formosa","FALSE","6.74477814754937e-06","1929.00000674478","1929","FALSE","5.56593852252263e-05","1929.00005565939","1929"
"56","North","Ligustrum sinense","TRUE","7.99998915107835","1956.99998915108","1949",NA,NA,NA,NA
"57","North","Lolium perenne","FALSE","4.00000493700736","1932.00000493701","1928",NA,NA,NA,NA
"58","North","Lonicera japonica","FALSE","32.9999999835049","1960.9999999835","1928",NA,NA,NA,NA
"59","North","Lotus pedunculatus","FALSE","6.51860091238632e-07","1928.00000065186","1928","FALSE","4.2397493871249e-06","1928.00000423975","1928"
"60","North","Ludwigia palustris","TRUE","5.5464211527692","1952.54642115277","1947","FALSE","16.0000159044369","1963.00001590444","1947"
"61","North","Lupinus arboreus","FALSE","27.0000026556927","1977.00000265569","1950",NA,NA,NA,NA
"62","North","Metrosideros excelsa","FALSE","21.9844513452404","1918.98445134524","1897","FALSE","21.4283933689435","1918.42839336894","1897"
"63","North","Mimulus guttatus","TRUE","18.0000147983119","1955.00001479831","1937","FALSE","10.8865528187334","1947.88655281873","1937"
"64","North","Miscanthus nepalensis","FALSE","1.54411623043416e-06","1938.00000154412","1938","FALSE","2.28936914936639e-05","1938.00002289369","1938"
"65","North","Muehlenbeckia australis","FALSE","4.19288609493174","1901.19288609493","1897","FALSE","7.78150567399643","1904.781505674","1897"
"66","North","Myriophyllum aquaticum","TRUE","34.9999993195377","1963.99999931954","1929",NA,NA,NA,NA
"67","North","Nasturtium officinale","FALSE","11.0000017217808","1961.00000172178","1950","FALSE","19.1822268938508","1969.18222689385","1950"
"68","North","Navarretia squarrosa","FALSE","48.1795837402342","1985.17958374023","1937",NA,NA,NA,NA
"69","North","Osmunda regalis","FALSE","1.50691448652651e-07","1958.00000015069","1958","TRUE","40.1077198784949","1998.10771987849","1958"
"70","North","Ottelia ovalifolia","FALSE","42.0000006998853","1956.00000069989","1914","FALSE","41.9999982135362","1955.99999821354","1914"
"71","North","Paspalum distichum","FALSE","2.34848149301752","1904.34848149302","1902","FALSE","2.63600443118958","1904.63600443119","1902"
"72","North","Paspalum vaginatum","FALSE","17.075743509811","1925.07574350981","1908","FALSE","8.13004428070963","1916.13004428071","1908"
"73","North","Passiflora caerulea","FALSE","11.5560237493337","1951.55602374933","1940",NA,NA,NA,NA
"74","North","Pennisetum clandestinum","FALSE","18.006837682236","1948.00683768224","1930","FALSE","7.4900956350516","1937.49009563505","1930"
"75","North","Pennisetum macrourum","FALSE","42.000011711697","1974.0000117117","1932","FALSE","1.24438797683979e-05","1932.00001244388","1932"
"76","North","Phyllostachys aurea","FALSE","2.07437499999969","1992.074375","1990",NA,NA,NA,NA
"77","North","Physalis peruviana",NA,NA,NA,NA,"FALSE","3.48563878560526e-05","1921.00003485639","1921"
"78","North","Plectranthus ciliatus",NA,NA,NA,NA,NA,NA,NA,NA
"79","North","Potamogeton crispus","TRUE","9.23575359920369","1949.2357535992","1940","TRUE","14.0144358201492","1954.01443582015","1940"
"80","North","Pseudosasa japonica","TRUE","46.0000000600869","1986.00000006009","1940","TRUE","45.9999990120805","1985.99999901208","1940"
"81","North","Psoralea pinnata","FALSE","8.00000414029137","1949.00000414029","1941","FALSE","5.99107420520909","1946.99107420521","1941"
"82","North","Rhamnus alaternus","TRUE","40.9999811542807","1974.99998115428","1934","TRUE","45.3095488140941","1979.30954881409","1934"
"83","North","Rumex sagittatus","FALSE","0.000479708778129861","1942.00047970878","1942","FALSE","2.10069497148265","1944.10069497148","1942"
"84","North","Salix cinerea","TRUE","21.7553643204694","1949.75536432047","1928",NA,NA,NA,NA
"85","North","Schedonorus phoenix","TRUE","27.9840824400706","1952.98408244007","1925",NA,NA,NA,NA
"86","North","Selaginella kraussiana","FALSE","18.3849719906202","1939.38497199062","1921","FALSE","12.9995363054541","1933.99953630545","1921"
"87","North","Senecio angulatus","FALSE","6.80815674058977e-07","1942.00000068082","1942","FALSE","0.128553611199777","1942.1285536112","1942"
"88","North","Senecio glastifolius","FALSE","13.9999998930107","1976.99999989301","1963","TRUE","20.9810839451013","1983.9810839451","1963"
"89","North","Senecio jacobaea","FALSE","16.1639335281657","1938.16393352817","1922","FALSE","19.7726135253906","1941.77261352539","1922"
"90","North","Senecio mikanioides","TRUE","40.0514496020432","1969.05144960204","1929",NA,NA,NA,NA
"91","North","Setaria palmifolia","TRUE","18.148225907765","1976.14822590776","1958","TRUE","8.44684037394381","1966.44684037394","1958"
"92","North","Solanum linnaeanum","FALSE","15.9999264867552","1943.99992648676","1928","FALSE","3.93249390526762e-05","1928.00003932494","1928"
"93","North","Solanum mauritianum","FALSE","20.2490380401719","1929.24903804017","1909","FALSE","3.27477975869033","1912.27477975869","1909"
"94","North","Solanum pseudocapsicum","FALSE","57.9095840454102","1985.90958404541","1928","FALSE","4.09036063047097e-05","1928.00004090361","1928"
"95","North","Spartina anglica","TRUE","48.0000037069433","1985.00000370694","1937","TRUE","49.3826973331425","1986.38269733314","1937"
"96","North","Stenotaphrum secundatum","FALSE","6.99999189262689","1931.99999189263","1925","FALSE","7.00004634438619","1932.00004634439","1925"
"97","North","Teline monspessulana","FALSE","6.00036478451216","1934.00036478451","1928","FALSE","20.4943749999998","1948.494375","1928"
"98","North","Tradescantia fluminensis","TRUE","24.2036946672886","1972.20369466729","1948","TRUE","50.4018574110539","1998.40185741105","1948"
"99","North","Ulex europaeus","FALSE","12.9999994731857","1940.99999947319","1928","FALSE","14.2148707366996","1942.2148707367","1928"
"100","North","Vinca major","TRUE","27.3614638905556","1948.36146389056","1921","FALSE","26.2022151980445","1947.20221519804","1921"
"101","North","Zantedeschia aethiopica","FALSE","9.99998876816653","1958.99998876817","1949",NA,NA,NA,NA
"102","South","Acer pseudoplatanus","FALSE","0.000718765661076759","1944.00071876566","1944",NA,NA,NA,NA
"103","South","Agrostis capillaris","FALSE","34.999961509817","1936.99996150982","1902","FALSE","4.94491259814822e-05","1902.00004944913","1902"
"104","South","Allium triquetrum","FALSE","14.9999967487508","1965.99999674875","1951",NA,NA,NA,NA
"105","South","Ammophila arenaria",NA,NA,NA,NA,NA,NA,NA,NA
"106","South","Arctium minus","FALSE","31.999999013723","1961.99999901372","1930",NA,NA,NA,NA
"107","South","Arctotheca calendula","FALSE","17.6551236074952","1973.6551236075","1956","TRUE","28.3851199443973","1984.3851199444","1956"
"108","South","Berberis darwinii","TRUE","57.2370327526778","2002.23703275268","1945","TRUE","51.5285526866573","1996.52855268666","1945"
"109","South","Berberis glaucocarpa","TRUE","35.9999766222613","1980.99997662226","1945","TRUE","33.6350791974621","1978.63507919746","1945"
"110","South","Bromus tectorum","FALSE","30.9998447231537","1965.99984472315","1935","FALSE","5.81089921070088e-06","1935.0000058109","1935"
"111","South","Buddleja davidii","TRUE","24.7380781645068","1977.73807816451","1953","FALSE","1.59976320901478e-06","1953.00000159976","1953"
"112","South","Carduus nutans","FALSE","6.99999997310147","1945.9999999731","1939",NA,NA,NA,NA
"113","South","Carex ovalis","TRUE","13.799336601475","1977.79933660148","1964","TRUE","29.9999741244387","1993.99997412444","1964"
"114","South","Chamaecytisus palmensis","FALSE","12.9056152843002","1958.9056152843","1946",NA,NA,NA,NA
"115","South","Cirsium arvense","FALSE","3.72082970922611","1883.72082970923","1880",NA,NA,NA,NA
"116","South","Cirsium palustre","TRUE","9.00000414721762","1956.00000414722","1947","TRUE","28.7303340816925","1975.73033408169","1947"
"117","South","Cirsium vulgare","FALSE","27.3458018233555","1900.34580182336","1873","FALSE","4.19589221110073e-05","1873.00004195892","1873"
"118","South","Clematis tibetana","FALSE","12.0000020960333","1957.00000209603","1945",NA,NA,NA,NA
"119","South","Clematis vitalba","FALSE","3.08373339521495e-05","1943.00003083733","1943","FALSE","2.55949654001824","1945.55949654002","1943"
"120","South","Collomia cavanillesii","FALSE","15.0000910066151","1957.00009100662","1942",NA,NA,NA,NA
"121","South","Convolvulus arvensis","FALSE","14.6474406848611","1971.64744068486","1957",NA,NA,NA,NA
"122","South","Cotoneaster franchetii","TRUE","25.5461597199348","1979.54615971993","1954","TRUE","20.999989776509","1974.99998977651","1954"
"123","South","Cotoneaster glaucophyllus","TRUE","6.08176122361897","1981.08176122362","1975","TRUE","3.43169347161165e-05","1975.00003431693","1975"
"124","South","Cotoneaster simonsii","TRUE","4.55124999999998","1982.55125","1978","TRUE","12.3243078645942","1990.32430786459","1978"
"125","South","Crataegus monogyna","TRUE","12.6177341359858","1975.61773413599","1963","TRUE","7.0000022156903","1970.00000221569","1963"
"126","South","Crocosmia x crocosmiiflora","FALSE","9.03612612270626","1953.03612612271","1944","FALSE","7.43537756886826","1951.43537756887","1944"
"127","South","Cynodon dactylon",NA,NA,NA,NA,NA,NA,NA,NA
"128","South","Cyperus eragrostis","TRUE","2.99995910867187","1977.99995910867","1975","TRUE","17.1581030969483","1992.15810309695","1975"
"129","South","Cytisus scoparius","FALSE","1.30327402985131e-05","1872.00001303274","1872","FALSE","4.08988419167144e-05","1872.00004089884","1872"
"130","South","Dactylis glomerata","FALSE","0.00229086290187297","1872.0022908629","1872","TRUE","115.000035733794","1987.00003573379","1872"
"131","South","Datura stramonium","TRUE","16.8192272990477","1957.81922729905","1941",NA,NA,NA,NA
"132","South","Digitalis purpurea",NA,NA,NA,NA,NA,NA,NA,NA
"133","South","Echium vulgare","FALSE","14.8610550756148","1968.86105507561","1954","TRUE","39.956518033775","1993.95651803377","1954"
"134","South","Elodea canadensis","TRUE","11.9999140279203","1956.99991402792","1945","FALSE","27.9999999287288","1972.99999992873","1945"
"135","South","Equisetum arvense","FALSE","0.00601453696185672","1945.00601453696","1945","TRUE","46.2206412422388","1991.22064124224","1945"
"136","South","Erica lusitanica","TRUE","59.9999918776589","1989.99999187766","1930","FALSE","6.62282309349393e-06","1930.00000662282","1930"
"137","South","Erigeron karvinskianus","TRUE","54.9297330503941","2001.92973305039","1947","TRUE","40.9999922357829","1987.99999223578","1947"
"138","South","Euonymus europaeus",NA,NA,NA,NA,NA,NA,NA,NA
"139","South","Festuca rubra","FALSE","31.0000268103086","1920.00002681031","1889","FALSE","30.9943196677464","1919.99431966775","1889"
"140","South","Glyceria declinata","FALSE","0.00274625372640003","1951.00274625373","1951","FALSE","8.90513092599576e-07","1951.00000089051","1951"
"141","South","Glyceria fluitans","TRUE","17.9999937117354","1967.99999371174","1950","FALSE","9.79979356038552","1959.79979356039","1950"
"142","South","Hieracium aurantiacum","FALSE","28.0000001545061","1964.00000015451","1936",NA,NA,NA,NA
"143","South","Hieracium caespitosum","FALSE","12.0000010462263","1965.00000104623","1953","TRUE","33.9331355588743","1986.93313555887","1953"
"144","South","Hieracium lepidulum","TRUE","30.9999925867091","1971.99999258671","1941","TRUE","32.0000246627915","1973.00002466279","1941"
"145","South","Hieracium pilosella","FALSE","9.01276360175962","1950.01276360176","1941","FALSE","23.3697378549423","1964.36973785494","1941"
"146","South","Hieracium praealtum","TRUE","11.4134920012416","1930.41349200124","1919","FALSE","34.8219513820222","1953.82195138202","1919"
"147","South","Holcus lanatus","FALSE","4.24164045398356e-06","1872.00000424164","1872","FALSE","4.25113134951971e-05","1872.00004251131","1872"
"148","South","Hypericum androsaemum","FALSE","4.13180905037825","1971.13180905038","1967","TRUE","24.5396510829116","1991.53965108291","1967"
"149","South","Ilex aquifolium","FALSE","0.608749999999873","1954.60875","1954","FALSE","4.44373654318042e-07","1954.00000044437","1954"
"150","South","Iris pseudacorus","FALSE","18.7624181427939","1972.76241814279","1954","TRUE","23.0505263854657","1977.05052638547","1954"
"151","South","Juncus articulatus","TRUE","12.0000040951984","1976.0000040952","1964",NA,NA,NA,NA
"152","South","Juncus effusus","TRUE","13.62981245162","1979.62981245162","1966",NA,NA,NA,NA
"153","South","Juncus squarrosus",NA,NA,NA,NA,NA,NA,NA,NA
"154","South","Leycesteria formosa","TRUE","23.0001065185716","1956.00010651857","1933",NA,NA,NA,NA
"155","South","Leymus racemosus","FALSE","22.9999699466437","1965.99996994664","1943",NA,NA,NA,NA
"156","South","Lolium perenne","FALSE","67.0000000073833","1939.00000000738","1872","FALSE","58.1033749031324","1930.10337490313","1872"
"157","South","Lonicera japonica","TRUE","53.0000071658137","1997.00000716581","1944","TRUE","54.0130983973434","1998.01309839734","1944"
"158","South","Lotus pedunculatus","TRUE","20.9996111388155","1938.99961113882","1918","FALSE","40.7744908740665","1958.77449087407","1918"
"159","South","Lupinus arboreus","TRUE","21.5848205951622","1961.58482059516","1940",NA,NA,NA,NA
"160","South","Lupinus polyphyllus","FALSE","8.99999974225057","1953.99999974225","1945","FALSE","2.61238803562219","1947.61238803562","1945"
"161","South","Lycium ferocissimum","FALSE","31.2805511474608","1989.28055114746","1958",NA,NA,NA,NA
"162","South","Lythrum salicaria","TRUE","45.0000102324673","1999.00001023247","1954","TRUE","23.0000082260874","1977.00000822609","1954"
"163","South","Mimulus guttatus","TRUE","25.0247167575912","1968.02471675759","1943","TRUE","24.9999979538256","1967.99999795383","1943"
"164","South","Muehlenbeckia australis","FALSE","0.000394972990761744","1911.00039497299","1911","FALSE","4.2309270838814e-05","1911.00004230927","1911"
"165","South","Nardus stricta","FALSE","41.5016507894552","1972.50165078946","1931","FALSE","3.61661015461436","1934.61661015461","1931"
"166","South","Nassella trichotoma","FALSE","0.796446996488157","1941.79644699649","1941","FALSE","0.437867909060287","1941.43786790906","1941"
"167","South","Navarretia squarrosa","FALSE","31.0000013478448","1953.00000134784","1922","FALSE","3.48743910763005e-05","1922.00003487439","1922"
"168","South","Onopordum acanthium","FALSE","22.9999908822497","1967.99999088225","1945",NA,NA,NA,NA
"169","South","Pennisetum clandestinum",NA,NA,NA,NA,NA,NA,NA,NA
"170","South","Pennisetum macrourum","FALSE","30.9999525750763","1972.99995257508","1942","FALSE","4.38919835232809e-05","1942.00004389198","1942"
"171","South","Physalis peruviana","TRUE","38.0000044082778","1997.00000440828","1959",NA,NA,NA,NA
"172","South","Pinus radiata",NA,NA,NA,NA,NA,NA,NA,NA
"173","South","Plantago coronopus","FALSE","17.4337878059016","1975.4337878059","1958",NA,NA,NA,NA
"174","South","Potamogeton crispus","FALSE","27.0000006952757","1982.00000069528","1955",NA,NA,NA,NA
"175","South","Prunus cerasifera","FALSE","1.41047780743975e-06","1954.00000141048","1954",NA,NA,NA,NA
"176","South","Pseudosasa japonica","FALSE","21.0079102508025","1974.0079102508","1953","TRUE","33.9999573791408","1986.99995737914","1953"
"177","South","Ribes sanguineum","FALSE","3.68532175798464e-05","1947.00003685322","1947",NA,NA,NA,NA
"178","South","Rubus fruticosus","TRUE","4.99999898523379","1974.99999898523","1970",NA,NA,NA,NA
"179","South","Rumex sagittatus","TRUE","5.7648524470228","1965.76485244702","1960",NA,NA,NA,NA
"180","South","Salix cinerea","FALSE","10.0000166190721","1964.00001661907","1954","FALSE","12.2745360817912","1966.27453608179","1954"
"181","South","Salix fragilis","TRUE","12.9999996372296","1958.99999963723","1946",NA,NA,NA,NA
"182","South","Sambucus nigra","FALSE","4.43514636572218e-07","1872.00000044351","1872","FALSE","4.08988419167144e-05","1872.00004089884","1872"
"183","South","Schedonorus phoenix","TRUE","3.89668115296854","1953.89668115297","1950",NA,NA,NA,NA
"184","South","Selaginella kraussiana","FALSE","39.9999635695904","1983.99996356959","1944",NA,NA,NA,NA
"185","South","Senecio jacobaea","FALSE","0.00072755611950015","1874.00072755612","1874","FALSE","3.8705593397026e-07","1874.00000038706","1874"
"186","South","Senecio mikanioides","FALSE","28.9999986864073","1981.99999868641","1953","TRUE","38.9286285261671","1991.92862852617","1953"
"187","South","Solanum dulcamara","FALSE","29.000000941295","1973.00000094129","1944","FALSE","3.96731506953074e-05","1944.00003967315","1944"
"188","South","Spartina anglica","FALSE","21.0000020644329","1976.00000206443","1955",NA,NA,NA,NA
"189","South","Teline monspessulana","TRUE","25.9999406765378","1968.99994067654","1943","TRUE","43.8316602528569","1986.83166025286","1943"
"190","South","Thymus vulgaris","TRUE","40.0766981995016","1968.0766981995","1928","TRUE","41.9073633684993","1969.9073633685","1928"
"191","South","Tropaeolum majus","FALSE","6.47621391181019e-07","1953.00000064762","1953",NA,NA,NA,NA
"192","South","Tropaeolum speciosum","TRUE","50.999978450657","1995.99997845066","1945",NA,NA,NA,NA
"193","South","Ulex europaeus","FALSE","18.0554894151389","1938.05548941514","1920","TRUE","53.1582014670898","1973.15820146709","1920"
"194","South","Vinca major","FALSE","12.0000005257129","1956.00000052571","1944","FALSE","11.0899712988817","1955.08997129888","1944"
